product,product_group,product_type,franchise,gender,margin,yearly_targets,daily_targets,country,channel,rrp,sales_qty,discount,sales,cost price,profit,date,image_url
Product 2E24Y,Group A,Type Y,Franchise A,M,0.2,100000,273.9726027,Country A,Channel Z,10,309,0.15,3001.5,417.9166667,83.58333333,07-10-2022,http://assets.myntassets.com/v1/images/style/properties/15324570d805103032f3a593d495aafe_images.jpg
Product 9EZKP,Group A,Type X,Franchise C,M,0.3,100000,273.9726027,Country B,Channel X,10,326,0.15,3146,496.9230769,149.0769231,23-02-2022,http://assets.myntassets.com/v1/images/style/properties/9cad6be03b1e0b544055e140b526cb94_images.jpg
Product VU33L,Group A,Type Z,Franchise B,M,0.1,100000,273.9726027,Country A,Channel Y,10,292,0.05,2899,362.7272727,36.27272727,15-01-2022,http://assets.myntassets.com/v1/images/style/properties/2dba90668d61bd7dd5e25a02d7612ee3_images.jpg
Product 77KFN,Group A,Type Y,Franchise A,M,0.2,100000,273.9726027,Country B,Channel X,10,335,0.15,3222.5,602.0833333,120.4166667,14-05-2022,http://assets.myntassets.com/assets/images/55233/2018/5/3/11525323433330-Lakme-Nine-to-Five-Flawless-Makeup-Shell-Foundation-7251525323433284-1.jpg
Product HFOKB,Group B,Type X,Franchise C,M,0.2,100000,273.9726027,Country C,Channel Z,30,345,0.15,4922.5,2018.75,403.75,18-07-2022,http://assets.myntassets.com/v1/images/style/properties/6723c5b48a019f7940ac913e35240620_images.jpg
Product Q8CHE,Group A,Type Y,Franchise C,M,0.1,100000,273.9726027,Country B,Channel X,20,294,0.05,3336,760,76,22-08-2022,http://assets.myntassets.com/v1/images/style/properties/ec28a6e80636805d0bf993699b656c88_images.jpg
Product 3BMUS,Group A,Type X,Franchise C,M,0.2,100000,273.9726027,Country A,Channel Z,30,347,0.1,5119,2182.5,436.5,26-01-2022,http://assets.myntassets.com/v1/images/style/properties/f8b19ba970bf91df7f4c1e263faa331c_images.jpg
Product IVW47,Group C,Type Z,Franchise B,M,0.1,200000,547.9452055,Country C,Channel Y,10,279,0.1,2761,237.2727273,23.72727273,17-11-2022,http://assets.myntassets.com/v1/images/style/properties/5f2cc2a725967d426cc03f4a3fbb93c1_images.jpg
Product 8SY4D,Group A,Type Y,Franchise B,M,0.1,100000,273.9726027,Country C,Channel Z,20,309,0.15,3503,911.8181818,91.18181818,24-11-2022,http://assets.myntassets.com/v1/images/style/properties/39873daedc5a92eef39894b612f5cbaf_images.jpg
Product N96J0,Group A,Type X,Franchise C,M,0.3,300000,821.9178082,Country B,Channel Y,10,338,0.15,3248,575.3846154,172.6153846,25-05-2022,http://assets.myntassets.com/v1/images/style/properties/279197619f868018854ce9bf9b812b87_images.jpg
Product Y9K6A,Group B,Type Z,Franchise C,M,0.2,100000,273.9726027,Country C,Channel X,10,320,0.15,3095,495.8333333,99.16666667,06-11-2022,http://assets.myntassets.com/v1/images/style/properties/6cb6a14583b044dca0a0bd9efc2fc4c7_images.jpg
Product T94SX,Group A,Type X,Franchise C,M,0.2,100000,273.9726027,Country C,Channel X,20,316,0.15,3622,935,187,28-05-2022,http://assets.myntassets.com/v1/images/style/properties/b5df5f57f0feda7a42510b6ebedf4f4d_images.jpg
Product ZY60J,Group A,Type X,Franchise A,M,0.1,100000,273.9726027,Country A,Channel X,10,279,0.1,2761,237.2727273,23.72727273,09-05-2022,http://assets.myntassets.com/v1/images/style/properties/339f3148805bd725b88cebe54fd52d45_images.jpg
Product PZO9B,Group B,Type Y,Franchise C,M,0.3,300000,821.9178082,Country A,Channel X,10,330,0.05,3260,584.6153846,175.3846154,29-08-2022,http://assets.myntassets.com/v1/images/style/properties/7f50a98d2319c37ba993f4bd39ec1df9_images.jpg
Product 3M8XP,Group A,Type X,Franchise A,M,0.3,100000,273.9726027,Country B,Channel Y,20,254,0.1,2572,55.38461538,16.61538462,10-03-2022,http://assets.myntassets.com/v1/images/style/properties/971d32f5f437a3e65d852648dd6bbdad_images.jpg
Product FWD5N,Group C,Type Z,Franchise C,M,0.3,200000,547.9452055,Country B,Channel Y,20,301,0.05,3469,745.3846154,223.6153846,09-12-2022,http://assets.myntassets.com/v1/images/style/properties/Calzini-Men-Pack-of-5-Sports-Socks_3056952ffdf96eaba3df0c68140a951b_images.jpg
Product 9DUCG,Group B,Type Y,Franchise C,M,0.3,300000,821.9178082,Country C,Channel X,30,336,0.1,4822,1786.153846,535.8461538,24-03-2022,http://assets.myntassets.com/v1/images/style/properties/Aneri-Women-Blue-Salwar-Suit_310b83bb9b3c42c1b2a9a0b63e612c78_images.jpg
Product KKP21,Group C,Type X,Franchise C,M,0.3,300000,821.9178082,Country C,Channel X,30,267,0.15,2933.5,333.4615385,100.0384615,11-01-2022,http://assets.myntassets.com/v1/images/style/properties/f98d1337a330597f69db87bdcbe2c3f7_images.jpg
Product T2WRE,Group A,Type X,Franchise B,M,0.3,100000,273.9726027,Country C,Channel Z,20,336,0.05,4134,1256.923077,377.0769231,15-04-2022,http://assets.myntassets.com/v1/images/style/properties/Elle-Women-Brown-Trousers_a7f66d28a9214c62dc8073fa66146018_images.jpg
Product 5GRT3,Group B,Type Y,Franchise C,M,0.1,300000,821.9178082,Country C,Channel X,10,278,0.1,2752,229.0909091,22.90909091,15-02-2022,http://assets.myntassets.com/v1/images/style/properties/fc4d12bcdc99ec17c6cbff23ce164f00_images.jpg
Product C7X3Z,Group A,Type X,Franchise C,M,0.3,300000,821.9178082,Country A,Channel Z,30,337,0.15,4718.5,1706.538462,511.9615385,06-02-2022,http://assets.myntassets.com/v1/images/style/properties/b996cb05ae7c16cabfa4cadc23818247_images.jpg
Product SJBMV,Group C,Type X,Franchise A,M,0.1,300000,821.9178082,Country A,Channel X,10,320,0.1,3130,572.7272727,57.27272727,12-10-2022,http://assets.myntassets.com/v1/images/style/properties/f12bab8f2514a0656f81aa863dd966c3_images.jpg
Product HGBZD,Group C,Type X,Franchise A,M,0.2,100000,273.9726027,Country B,Channel X,10,330,0.1,3220,600,120,25-10-2022,http://assets.myntassets.com/v1/images/style/properties/Rocky-S-Red-Clutch_6ef925fd1ad1ad8201c607dd14dd5ade_images.jpg
Product B6GBZ,Group C,Type X,Franchise C,M,0.1,300000,821.9178082,Country B,Channel Z,10,289,0.1,2851,319.0909091,31.90909091,09-12-2022,http://assets.myntassets.com/v1/images/style/properties/Q-Q-Men-Black-Digital-Watch_a3a296a8c104975d7c8017bc5dd49a52_images.jpg
Product U4HWO,Group C,Type Y,Franchise B,M,0.3,300000,821.9178082,Country B,Channel Y,30,255,0.15,2627.5,98.07692308,29.42307692,31-12-2022,http://assets.myntassets.com/v1/images/style/properties/5dca5cfae72251582c7f14ac099212f3_images.jpg
Product FONZ2,Group B,Type X,Franchise A,M,0.3,200000,547.9452055,Country A,Channel Z,20,316,0.05,3754,964.6153846,289.3846154,25-10-2022,http://assets.myntassets.com/v1/images/style/properties/Helix-Women-Silver-Dial-Watch_43fa66002d9a709539eb6ff7ed9384ce_images.jpg
Product 28I3Z,Group A,Type Y,Franchise A,M,0.2,200000,547.9452055,Country B,Channel Z,30,290,0.1,3580,900,180,22-02-2022,http://assets.myntassets.com/v1/images/style/properties/90a495f259d10b2ff562dc0841721f7d_images.jpg
Product Y0F3M,Group B,Type Z,Franchise C,M,0.2,200000,547.9452055,Country B,Channel X,30,340,0.1,4930,2025,405,29-07-2022,http://assets.myntassets.com/v1/images/style/properties/Titan-Men-Black-Dial-Watch_1b6fb70c7ca8b860eb0f3257b191e129_images.jpg
Product TEGYV,Group C,Type Y,Franchise A,M,0.2,100000,273.9726027,Country A,Channel X,30,298,0.1,3796,1080,216,10-04-2022,http://assets.myntassets.com/v1/images/style/properties/Morellato-Men-Black-Watch_75c8db9507b6fbde84d530568ac77b37_images.jpg
Product 5QSXF,Group A,Type X,Franchise A,M,0.2,100000,273.9726027,Country A,Channel Z,20,330,0.05,4020,1266.666667,253.3333333,24-03-2022,http://assets.myntassets.com/v1/images/style/properties/bf97cd1840466577838074675a9cbe1f_images.jpg
Product E21CR,Group B,Type X,Franchise C,M,0.1,100000,273.9726027,Country B,Channel Z,10,314,0.1,3076,523.6363636,52.36363636,27-03-2022,http://assets.myntassets.com/v1/images/style/properties/08be9002361c65ffa2e08a8f12464f56_images.jpg
Product K77QF,Group B,Type X,Franchise C,M,0.2,200000,547.9452055,Country A,Channel Z,30,260,0.1,2770,225,45,10-06-2022,http://assets.myntassets.com/v1/images/style/properties/8e033a452f0390d83a7c343f07177be0_images.jpg
Product NA288,Group A,Type Y,Franchise B,M,0.2,200000,547.9452055,Country A,Channel X,10,348,0.1,3382,735,147,13-12-2022,http://assets.myntassets.com/v1/images/style/properties/86767de994125ef8c2482545f20aa370_images.jpg
Product H7V8Z,Group C,Type Y,Franchise A,M,0.2,300000,821.9178082,Country C,Channel X,10,334,0.15,3214,595,119,10-03-2022,http://assets.myntassets.com/v1/images/style/properties/f2be61ffbdcd20d97ef6aac78a1c3f58_images.jpg
Product H7HEO,Group B,Type Y,Franchise B,M,0.2,300000,821.9178082,Country A,Channel X,30,266,0.1,2932,360,72,19-06-2022,http://assets.myntassets.com/v1/images/style/properties/6220c2b37ad0a42be62fb92b1d6c7e14_images.jpg
Product CEXT8,Group A,Type Y,Franchise A,M,0.3,200000,547.9452055,Country C,Channel Y,20,347,0.05,4343,1417.692308,425.3076923,02-12-2022,http://assets.myntassets.com/v1/images/style/properties/5f064c454ce1578a2a667d28872a0453_images.jpg
Product UKNUF,Group B,Type Y,Franchise B,M,0.3,300000,821.9178082,Country A,Channel X,10,275,0.05,2737.5,182.6923077,54.80769231,09-06-2022,http://assets.myntassets.com/v1/images/style/properties/French-Connection-Women-Blue-Top_1230fe55a5335d7405f43cb5c43b3c90_images.jpg
Product DZBU4,Group C,Type X,Franchise A,M,0.1,100000,273.9726027,Country B,Channel X,10,347,0.1,3373,793.6363636,79.36363636,15-12-2022,http://assets.myntassets.com/v1/images/style/properties/e046ebf7dbb7ae5d9dd7980c21d264ac_images.jpg
Product EGK6H,Group C,Type X,Franchise B,M,0.1,200000,547.9452055,Country A,Channel Z,10,321,0.05,3174.5,613.1818182,61.31818182,01-01-2023,http://assets.myntassets.com/v1/images/style/properties/1e3b40d501f5fbbceeab3879db474932_images.jpg
Product 5RS1O,Group A,Type Y,Franchise C,M,0.3,100000,273.9726027,Country A,Channel Z,10,255,0.1,2545,34.61538462,10.38461538,14-04-2022,http://assets.myntassets.com/v1/images/style/properties/4ce7d857814ce0fec13e120fe55522c9_images.jpg
Product HJXMK,Group C,Type Z,Franchise C,M,0.1,300000,821.9178082,Country A,Channel Z,30,272,0.05,3127,570,57,05-06-2022,http://assets.myntassets.com/v1/images/style/properties/c572452716fa31fb03fa32d43629e335_images.jpg
Product D4FW1,Group A,Type Y,Franchise A,M,0.2,200000,547.9452055,Country B,Channel X,20,254,0.05,2576,63.33333333,12.66666667,29-10-2022,http://assets.myntassets.com/v1/images/style/properties/9f9f083996862e825eb0ffb32ed9db31_images.jpg
Product LOBFH,Group C,Type Y,Franchise B,M,0.1,100000,273.9726027,Country A,Channel Z,30,270,0.15,3010,463.6363636,46.36363636,16-10-2022,http://assets.myntassets.com/v1/images/style/properties/11a62fad1b3fe096677f18cc0e7e75b9_images.jpg
Product Y3Z86,Group B,Type Z,Franchise A,M,0.1,200000,547.9452055,Country C,Channel Y,30,301,0.05,3953.5,1321.363636,132.1363636,02-11-2022,http://assets.myntassets.com/v1/images/style/properties/749afc6258261f28bcd6b94c30f75cba_images.jpg
Product 5BSY7,Group C,Type Z,Franchise B,M,0.1,200000,547.9452055,Country B,Channel Z,20,342,0.15,4064,1421.818182,142.1818182,05-04-2022,http://assets.myntassets.com/v1/images/style/properties/Puma-Men-Grey-T-shirt_cf275e8d9abdab9e307d6adbf8fc6d9f_images.jpg
Product 03DUO,Group C,Type Y,Franchise C,M,0.3,100000,273.9726027,Country A,Channel X,30,327,0.15,4463.5,1510.384615,453.1153846,04-11-2022,http://assets.myntassets.com/v1/images/style/properties/Adidas-Men-Intense-Touch-100-ml-Perfume_97ab5eb6f4451e4af2913edbfde91f54_images.jpg
Product HNWXA,Group C,Type Z,Franchise A,M,0.2,300000,821.9178082,Country B,Channel Z,30,305,0.1,3985,1237.5,247.5,28-07-2022,http://assets.myntassets.com/v1/images/style/properties/464879391de4e1a7b881dad3b7bd83a8_images.jpg
Product E880I,Group A,Type Z,Franchise B,M,0.3,100000,273.9726027,Country B,Channel Y,30,268,0.05,3013,394.6153846,118.3846154,07-09-2022,http://assets.myntassets.com/v1/images/style/properties/6addf68b5c1108a0db895cba2157c21f_images.jpg
Product L25VB,Group C,Type Y,Franchise A,M,0.1,300000,821.9178082,Country C,Channel X,20,305,0.15,3435,850,85,31-05-2022,http://assets.myntassets.com/v1/images/style/properties/689197cf54631e679c2db7ec742a6e09_images.jpg
Product OARIA,Group A,Type X,Franchise B,M,0.3,100000,273.9726027,Country A,Channel Y,30,305,0.15,3902.5,1078.846154,323.6538462,26-02-2022,http://assets.myntassets.com/v1/images/style/properties/f8bdfe085e37908f16bd5a9f16660748_images.jpg
Product QG0TQ,Group A,Type Z,Franchise B,M,0.2,300000,821.9178082,Country C,Channel Y,10,292,0.05,2899,332.5,66.5,09-12-2022,http://assets.myntassets.com/v1/images/style/properties/SDL-by-Sweet-Dreams-Women-Pink---Black-Pyjama-Set_29ef1a45af8f10f5c12737350c74cfc5_images.jpg
Product 1682H,Group B,Type X,Franchise B,M,0.2,100000,273.9726027,Country C,Channel Z,20,316,0.05,3754,1045,209,31-03-2022,http://assets.myntassets.com/v1/images/style/properties/dc428dc4301332468e7c6f8070c8f06b_images.jpg
Product BHGJG,Group B,Type Z,Franchise A,M,0.1,200000,547.9452055,Country B,Channel Y,10,325,0.05,3212.5,647.7272727,64.77272727,19-02-2022,http://assets.myntassets.com/v1/images/style/properties/07555cd5a97cd7ff5492fd344348dfcf_images.jpg
Product AZFPI,Group A,Type X,Franchise B,M,0.3,300000,821.9178082,Country A,Channel Z,30,301,0.15,3800.5,1000.384615,300.1153846,16-11-2022,http://assets.myntassets.com/v1/images/style/properties/b150acdcab19e99002215aa95bffa983_images.jpg
Product SHCCK,Group C,Type Y,Franchise C,M,0.2,100000,273.9726027,Country B,Channel X,30,258,0.1,2716,180,36,31-05-2022,http://assets.myntassets.com/v1/images/style/properties/91351f3c000928d10198c09cfa04611b_images.jpg
Product VMBQW,Group A,Type Y,Franchise A,M,0.2,100000,273.9726027,Country A,Channel Y,10,298,0.05,2956,380,76,02-08-2022,http://assets.myntassets.com/v1/images/style/properties/Lakme-Absolute-Matte-Merlot-Lipstick-45_bc13569d8288f127c70c917c9c75bb24_images.jpg
Product R6BVL,Group B,Type Y,Franchise A,M,0.3,300000,821.9178082,Country A,Channel Y,10,319,0.15,3086.5,451.1538462,135.3461538,05-10-2022,http://assets.myntassets.com/v1/images/style/properties/300c59d24b13b183d08ceee39e5e3aad_images.jpg
Product K88LY,Group C,Type X,Franchise A,M,0.3,100000,273.9726027,Country C,Channel X,10,284,0.15,2789,222.3076923,66.69230769,10-05-2022,http://assets.myntassets.com/v1/images/style/properties/2ebe09ca473dc308c580e25f41fdd66f_images.jpg
Product L56GH,Group C,Type Z,Franchise C,M,0.3,200000,547.9452055,Country C,Channel Z,20,277,0.1,2986,373.8461538,112.1538462,13-02-2022,http://assets.myntassets.com/v1/images/style/properties/0eeb810eac77b956c5b62381e1f3010b_images.jpg
Product I7X63,Group C,Type X,Franchise A,M,0.1,200000,547.9452055,Country A,Channel X,10,264,0.15,2619,108.1818182,10.81818182,16-10-2022,http://assets.myntassets.com/v1/images/style/properties/FILA-Men-Sports-Shoes_f76566f76f49de0fdea5bedbe1c7db67_images.jpg
Product 78BSV,Group C,Type Z,Franchise A,M,0.1,200000,547.9452055,Country A,Channel X,30,291,0.1,3607,1006.363636,100.6363636,14-04-2022,http://assets.myntassets.com/v1/images/style/properties/567c1373b2efe229d5da57fb9e3eef34_images.jpg
Product WV60D,Group A,Type Y,Franchise A,M,0.1,200000,547.9452055,Country B,Channel Y,30,265,0.15,2882.5,347.7272727,34.77272727,08-11-2022,http://assets.myntassets.com/v1/images/style/properties/d839e1d71382ca6708416dbf6bfa9054_images.jpg
Product 5N0JC,Group C,Type X,Franchise B,M,0.3,200000,547.9452055,Country C,Channel Z,30,304,0.15,3877,1059.230769,317.7692308,16-07-2022,http://assets.myntassets.com/v1/images/style/properties/cd1874ab726cad7a6439f3886af1bd35_images.jpg
Product BMZXQ,Group B,Type X,Franchise A,M,0.3,300000,821.9178082,Country B,Channel Y,10,332,0.15,3197,536.1538462,160.8461538,20-12-2022,http://assets.myntassets.com/v1/images/style/properties/Image-Men-Sunglasses_f0ae900da0cad44ab4c6b106005185a1_images.jpg
Product WNNJE,Group B,Type Y,Franchise B,M,0.2,100000,273.9726027,Country C,Channel Y,30,263,0.15,2831.5,276.25,55.25,14-07-2022,http://assets.myntassets.com/v1/images/style/properties/4066aebdb467176a1e68e7b5c402130a_images.jpg
Product 8917L,Group B,Type Z,Franchise A,M,0.3,300000,821.9178082,Country B,Channel X,20,286,0.1,3148,498.4615385,149.5384615,11-11-2022,http://assets.myntassets.com/v1/images/style/properties/0454e503672f5f615a92e6c2a424bec6_images.jpg
Product DB4UG,Group C,Type X,Franchise B,M,0.3,100000,273.9726027,Country A,Channel Z,30,284,0.05,3469,745.3846154,223.6153846,26-05-2022,http://assets.myntassets.com/v1/images/style/properties/5b7333bbf40e95f4c57e24d65903288d_images.jpg
Product UPHM9,Group A,Type Y,Franchise C,M,0.1,200000,547.9452055,Country B,Channel X,20,339,0.1,4102,1456.363636,145.6363636,20-03-2022,http://assets.myntassets.com/v1/images/style/properties/1f3bf985f8d74b38a6606f020ea03146_images.jpg
Product LNWC1,Group B,Type X,Franchise A,M,0.2,300000,821.9178082,Country C,Channel Z,20,340,0.05,4210,1425,285,24-06-2022,http://assets.myntassets.com/v1/images/style/properties/84c52f370e03f1f4b0cc84d51d5022bb_images.jpg
Product AALFG,Group A,Type Y,Franchise C,M,0.2,300000,821.9178082,Country C,Channel X,20,320,0.1,3760,1050,210,13-11-2022,http://assets.myntassets.com/v1/images/style/properties/8025d48579dca906daf4b3a72407715b_images.jpg
Product 9XLMT,Group A,Type Y,Franchise C,M,0.1,100000,273.9726027,Country B,Channel Z,20,268,0.05,2842,310.9090909,31.09090909,22-09-2022,http://assets.myntassets.com/v1/images/style/properties/09edfdb4c1dc1478ea35507b0bdc41ce_images.jpg
Product IK2KI,Group A,Type Y,Franchise A,M,0.3,200000,547.9452055,Country A,Channel Z,10,282,0.05,2804,233.8461538,70.15384615,24-08-2022,http://assets.myntassets.com/v1/images/style/properties/2bbf55264e3e2ae8ed8763435341fb9e_images.jpg
Product 3D341,Group C,Type X,Franchise A,M,0.1,100000,273.9726027,Country B,Channel Z,30,324,0.1,4498,1816.363636,181.6363636,23-09-2022,http://assets.myntassets.com/v1/images/style/properties/6b1327e37cd1b6e78b1285ae76dff28a_images.jpg
Product 82Q0S,Group A,Type X,Franchise C,M,0.3,200000,547.9452055,Country B,Channel Y,30,309,0.15,4004.5,1157.307692,347.1923077,28-12-2022,http://assets.myntassets.com/v1/images/style/properties/cd76a36fca88fe74d1d25ee7fd96881a_images.jpg
Product A1P56,Group B,Type Z,Franchise B,M,0.1,100000,273.9726027,Country C,Channel Z,10,342,0.05,3374,794.5454545,79.45454545,07-05-2022,http://assets.myntassets.com/v1/images/style/properties/7806d266865c89cb087a259ab7250e01_images.jpg
Product 9EEVF,Group A,Type Z,Franchise B,M,0.1,100000,273.9726027,Country A,Channel X,10,306,0.05,3032,483.6363636,48.36363636,28-05-2022,http://assets.myntassets.com/v1/images/style/properties/Tonga-Women-Grey-Top_f73ea340974e7cc7cb4db18f7889cec7_images.jpg
Product RE1EK,Group C,Type Y,Franchise B,M,0.1,100000,273.9726027,Country B,Channel Z,20,285,0.05,3165,604.5454545,60.45454545,02-10-2022,http://assets.myntassets.com/v1/images/style/properties/ab41fd1858b59cd914b435332ed2bffe_images.jpg
Product SBVBP,Group B,Type Y,Franchise A,M,0.3,100000,273.9726027,Country C,Channel Y,20,282,0.05,3108,467.6923077,140.3076923,02-02-2022,http://assets.myntassets.com/v1/images/style/properties/2cd34561dd4ed25df6d9fd070a9e88d9_images.jpg
Product CK9H2,Group B,Type Y,Franchise B,M,0.3,200000,547.9452055,Country C,Channel Y,20,328,0.1,3904,1080,324,28-11-2022,http://assets.myntassets.com/v1/images/style/properties/048477a26c1da1d6aa87134c253ab97b_images.jpg
Product N6W2M,Group B,Type Y,Franchise C,M,0.1,200000,547.9452055,Country B,Channel Z,30,260,0.15,2755,231.8181818,23.18181818,25-08-2022,http://assets.myntassets.com/v1/images/style/properties/57601ed1977aecafecafbfb1fe49a424_images.jpg
Product YGCDN,Group B,Type X,Franchise C,M,0.2,200000,547.9452055,Country B,Channel X,30,326,0.1,4552,1710,342,23-10-2022,http://assets.myntassets.com/v1/images/style/properties/a8b30e5a5ba28fc928c0b64cda5811e4_images.jpg
